month,org_level,org_name,parent_org,metric,value,severity
2026-03,team,DTD - Platform,DTD,lead_time,5.406857858671312,
2026-03,team,DTD - Platform,DTD,cycle_time,3.8772613920355146,
2026-03,team,DTD - Platform,DTD,prs_per_engineer,8.431704287298512,
2026-03,team,DTD - Platform,DTD,direct_expense_variance,4.688558788881066,
2026-03,team,DTD - Platform,DTD,aws_expense_variance,10.313369033346891,
2026-03,team,DTD - Platform,DTD,snowflake_expense_variance,0.0,
2026-03,team,DTD - Platform,DTD,span_of_control,8.027037640928707,
2026-03,team,DTD - Platform,DTD,contractor_mix_pct,36.5306660478733,
2026-03,team,DTD - Platform,DTD,engagement_pct,82.95320287798243,
2026-03,team,DTD - Platform,DTD,enablement_pct,90.53348797261816,
2026-03,team,DTD - Platform,DTD,inclusion_pct,89.44876505042578,
2026-03,team,DTD - Platform,DTD,pli_pct,90.84768964972693,
2026-03,team,DTD - Platform,DTD,slo_pct,100.0,
2026-03,team,DTD - Platform,DTD,change_failure_rate,10.53564812116977,
2026-03,team,DTD - Platform,DTD,time_to_restore,3.128161422614024,
2026-03,team,DTD - Platform,DTD,high_vuln_age,47.65979639798931,
2026-03,team,DTD - Platform,DTD,incidents,0.0,P1
2026-03,team,DTD - Platform,DTD,incidents,1.0,P2
2026-03,team,DTD - Platform,DTD,incidents,1.0,P3
2026-01,team,DTD - Integrations,DTD,work_type_pct,43.560274245272396,Investment
2026-01,team,DTD - Integrations,DTD,work_type_pct,17.249417084781914,Tech Mod
2026-01,team,DTD - Integrations,DTD,work_type_pct,17.398475886327113,CTD
2026-01,team,DTD - Integrations,DTD,work_type_pct,21.791832783618577,RTE
2026-01,team,DTD - Integrations,DTD,pct_time_ctd_rte,39.19030866994569,
2026-01,team,DTD - Integrations,DTD,deployment_frequency,2.129855342357139,
2026-01,team,DTD - Integrations,DTD,lead_time,6.593218043630127,
2026-01,team,DTD - Integrations,DTD,cycle_time,4.877681408685526,
2026-01,team,DTD - Integrations,DTD,prs_per_engineer,7.276978742280844,
2026-01,team,DTD - Integrations,DTD,direct_expense_variance,3.1494278721569855,
2026-01,team,DTD - Integrations,DTD,aws_expense_variance,9.017023247513343,
2026-01,team,DTD - Integrations,DTD,snowflake_expense_variance,0.0,
2026-01,team,DTD - Integrations,DTD,span_of_control,9.368184534843763,
2026-01,team,DTD - Integrations,DTD,contractor_mix_pct,42.91062340180841,
2026-01,team,DTD - Integrations,DTD,engagement_pct,80.15440820358404,
2026-01,team,DTD - Integrations,DTD,enablement_pct,82.68342620309856,
2026-01,team,DTD - Integrations,DTD,inclusion_pct,93.79019824463562,
2026-01,team,DTD - Integrations,DTD,pli_pct,91.90033816526243,
2026-01,team,DTD - Integrations,DTD,slo_pct,100.0,
2026-01,team,DTD - Integrations,DTD,change_failure_rate,11.380592375123719,
2026-01,team,DTD - Integrations,DTD,time_to_restore,4.071839322149455,
2026-01,team,DTD - Integrations,DTD,high_vuln_age,54.354529594939905,
2026-01,team,DTD - Integrations,DTD,incidents,0.0,P1
2026-01,team,DTD - Integrations,DTD,incidents,3.0,P2
2026-01,team,DTD - Integrations,DTD,incidents,0.0,P3
2026-02,team,DTD - Integrations,DTD,work_type_pct,50.55232187670058,Investment
2026-02,team,DTD - Integrations,DTD,work_type_pct,16.51639767414427,Tech Mod
2026-02,team,DTD - Integrations,DTD,work_type_pct,15.037371005444442,CTD
2026-02,team,DTD - Integrations,DTD,work_type_pct,17.893909443710708,RTE
2026-02,team,DTD - Integrations,DTD,pct_time_ctd_rte,32.93128044915515,
2026-02,team,DTD - Integrations,DTD,deployment_frequency,2.2408677304154523,
2026-02,team,DTD - Integrations,DTD,lead_time,5.599255864300884,
2026-02,team,DTD - Integrations,DTD,cycle_time,3.804456875533075,
2026-02,team,DTD - Integrations,DTD,prs_per_engineer,7.200772936427224,
2026-02,team,DTD - Integrations,DTD,direct_expense_variance,3.730071851796557,
2026-02,team,DTD - Integrations,DTD,aws_expense_variance,9.300458981750184,
2026-02,team,DTD - Integrations,DTD,snowflake_expense_variance,0.0,
2026-02,team,DTD - Integrations,DTD,span_of_control,8.609601787145369,
2026-02,team,DTD - Integrations,DTD,contractor_mix_pct,38.71930749286687,
2026-02,team,DTD - Integrations,DTD,engagement_pct,82.91212824080678,
2026-02,team,DTD - Integrations,DTD,enablement_pct,87.9631949245919,
2026-02,team,DTD - Integrations,DTD,inclusion_pct,92.21814137852235,
2026-02,team,DTD - Integrations,DTD,pli_pct,91.5999916704208,
2026-02,team,DTD - Integrations,DTD,slo_pct,100.0,
2026-02,team,DTD - Integrations,DTD,change_failure_rate,10.085038625568414,
2026-02,team,DTD - Integrations,DTD,time_to_restore,3.2763602080673815,
2026-02,team,DTD - Integrations,DTD,high_vuln_age,54.66835308361657,
2026-02,team,DTD - Integrations,DTD,incidents,0.0,P1
2026-02,team,DTD - Integrations,DTD,incidents,0.0,P2
2026-02,team,DTD - Integrations,DTD,incidents,3.0,P3
2026-03,team,DTD - Integrations,DTD,work_type_pct,49.32183922074883,Investment
2026-03,team,DTD - Integrations,DTD,work_type_pct,17.344851729720276,Tech Mod
2026-03,team,DTD - Integrations,DTD,work_type_pct,13.692180772648928,CTD
2026-03,team,DTD - Integrations,DTD,work_type_pct,19.641128276881968,RTE
2026-03,team,DTD - Integrations,DTD,pct_time_ctd_rte,33.3333090495309,
2026-03,team,DTD - Integrations,DTD,deployment_frequency,2.3982486667849248,
2026-03,team,DTD - Integrations,DTD,lead_time,6.195730066692617,
2026-03,team,DTD - Integrations,DTD,cycle_time,3.704436449978831,
2026-03,team,DTD - Integrations,DTD,prs_per_engineer,7.218376048029226,
2026-03,team,DTD - Integrations,DTD,direct_expense_variance,2.3262479833068226,
2026-03,team,DTD - Integrations,DTD,aws_expense_variance,9.073587355200388,
2026-03,team,DTD - Integrations,DTD,snowflake_expense_variance,0.0,
2026-03,team,DTD - Integrations,DTD,span_of_control,8.427326043485282,
2026-03,team,DTD - Integrations,DTD,contractor_mix_pct,37.01835344233816,
2026-03,team,DTD - Integrations,DTD,engagement_pct,84.86961289942121,
2026-03,team,DTD - Integrations,DTD,enablement_pct,83.39805471180286,
2026-03,team,DTD - Integrations,DTD,inclusion_pct,88.98453218790301,
2026-03,team,DTD - Integrations,DTD,pli_pct,94.24070280792208,
2026-03,team,DTD - Integrations,DTD,slo_pct,100.0,
2026-03,team,DTD - Integrations,DTD,change_failure_rate,8.706242021957593,
2026-03,team,DTD - Integrations,DTD,time_to_restore,3.582227277556715,
2026-03,team,DTD - Integrations,DTD,high_vuln_age,60.15222394687024,
2026-03,team,DTD - Integrations,DTD,incidents,0.0,P1
2026-03,team,DTD - Integrations,DTD,incidents,1.0,P2
2026-03,team,DTD - Integrations,DTD,incidents,3.0,P3
2026-01,team,DTD - Analytics,DTD,work_type_pct,51.412874535940865,Investment
2026-01,team,DTD - Analytics,DTD,work_type_pct,15.937098542403453,Tech Mod
2026-01,team,DTD - Analytics,DTD,work_type_pct,15.512593084780068,CTD
2026-01,team,DTD - Analytics,DTD,work_type_pct,17.137433836875616,RTE
2026-01,team,DTD - Analytics,DTD,pct_time_ctd_rte,32.65002692165568,
2026-01,team,DTD - Analytics,DTD,deployment_frequency,1.649635962487499,
2026-01,team,DTD - Analytics,DTD,lead_time,5.069978604130829,
2026-01,team,DTD - Analytics,DTD,cycle_time,3.6516682204048636,
2026-01,team,DTD - Analytics,DTD,prs_per_engineer,5.332280967331713,
2026-01,team,DTD - Analytics,DTD,direct_expense_variance,3.307029327278244,
2026-01,team,DTD - Analytics,DTD,aws_expense_variance,7.244444313082726,
2026-01,team,DTD - Analytics,DTD,snowflake_expense_variance,0.0,
2026-01,team,DTD - Analytics,DTD,span_of_control,6.9258785384872334,
2026-01,team,DTD - Analytics,DTD,contractor_mix_pct,33.96323958629277,
2026-01,team,DTD - Analytics,DTD,engagement_pct,64.61148924459563,
2026-01,team,DTD - Analytics,DTD,enablement_pct,65.53127209091798,
2026-01,team,DTD - Analytics,DTD,inclusion_pct,71.82446390658384,
2026-01,team,DTD - Analytics,DTD,pli_pct,69.15896450703151,
2026-01,team,DTD - Analytics,DTD,slo_pct,93.07290701880643,
2026-01,team,DTD - Analytics,DTD,change_failure_rate,10.922562018656649,
2026-01,team,DTD - Analytics,DTD,time_to_restore,3.037891839817069,
2026-01,team,DTD - Analytics,DTD,high_vuln_age,44.174170415914574,
2026-01,team,DTD - Analytics,DTD,incidents,0.0,P1
2026-01,team,DTD - Analytics,DTD,incidents,1.0,P2
2026-01,team,DTD - Analytics,DTD,incidents,1.0,P3
2026-02,team,DTD - Analytics,DTD,work_type_pct,52.765284189697645,Investment
2026-02,team,DTD - Analytics,DTD,work_type_pct,14.573845577942851,Tech Mod
2026-02,team,DTD - Analytics,DTD,work_type_pct,15.028428492091212,CTD
2026-02,team,DTD - Analytics,DTD,work_type_pct,17.63244174026829,RTE
2026-02,team,DTD - Analytics,DTD,pct_time_ctd_rte,32.6608702323595,
2026-02,team,DTD - Analytics,DTD,deployment_frequency,1.6122554943682286,
2026-02,team,DTD - Analytics,DTD,lead_time,4.480231027750394,
2026-02,team,DTD - Analytics,DTD,cycle_time,3.361329585541007,
2026-02,team,DTD - Analytics,DTD,prs_per_engineer,6.151372826348724,
2026-02,team,DTD - Analytics,DTD,direct_expense_variance,3.0051341335121156,
2026-02,team,DTD - Analytics,DTD,aws_expense_variance,6.47476216538764,
2026-02,team,DTD - Analytics,DTD,snowflake_expense_variance,0.0,
2026-02,team,DTD - Analytics,DTD,span_of_control,6.825484814753679,
2026-02,team,DTD - Analytics,DTD,contractor_mix_pct,33.49497046265906,
2026-02,team,DTD - Analytics,DTD,engagement_pct,60.58067328991111,
2026-02,team,DTD - Analytics,DTD,enablement_pct,67.00844295328884,
2026-02,team,DTD - Analytics,DTD,inclusion_pct,72.06381771994364,
2026-02,team,DTD - Analytics,DTD,pli_pct,70.47384188557592,
2026-02,team,DTD - Analytics,DTD,slo_pct,93.00164538500617,
2026-02,team,DTD - Analytics,DTD,change_failure_rate,6.775639551375284,
2026-02,team,DTD - Analytics,DTD,time_to_restore,2.720883625577406,
2026-02,team,DTD - Analytics,DTD,high_vuln_age,48.9801496473592,
2026-02,team,DTD - Analytics,DTD,incidents,0.0,P1
2026-02,team,DTD - Analytics,DTD,incidents,1.0,P2
2026-02,team,DTD - Analytics,DTD,incidents,3.0,P3
2026-03,team,DTD - Analytics,DTD,work_type_pct,52.77645296140987,Investment
2026-03,team,DTD - Analytics,DTD,work_type_pct,16.887759137693845,Tech Mod
2026-03,team,DTD - Analytics,DTD,work_type_pct,13.976833358031037,CTD
2026-03,team,DTD - Analytics,DTD,work_type_pct,16.358954542865245,RTE
2026-03,team,DTD - Analytics,DTD,pct_time_ctd_rte,30.335787900896282,
2026-03,team,DTD - Analytics,DTD,deployment_frequency,2.161818015034936,
2026-03,team,DTD - Analytics,DTD,lead_time,4.578582637957752,
2026-03,team,DTD - Analytics,DTD,cycle_time,3.284137570850922,
2026-03,team,DTD - Analytics,DTD,prs_per_engineer,5.868128006605975,
2026-03,team,DTD - Analytics,DTD,direct_expense_variance,3.8817869852580134,
2026-03,team,DTD - Analytics,DTD,aws_expense_variance,6.799160471308605,
2026-03,team,DTD - Analytics,DTD,snowflake_expense_variance,0.0,
2026-03,team,DTD - Analytics,DTD,span_of_control,6.254728282604143,
2026-03,team,DTD - Analytics,DTD,contractor_mix_pct,31.264852652081803,
2026-03,team,DTD - Analytics,DTD,engagement_pct,66.73764776142635,
2026-03,team,DTD - Analytics,DTD,enablement_pct,70.84716722697047,
2026-03,team,DTD - Analytics,DTD,inclusion_pct,73.63326964836575,
2026-03,team,DTD - Analytics,DTD,pli_pct,74.63292117758843,
2026-03,team,DTD - Analytics,DTD,slo_pct,93.17825472221033,
2026-03,team,DTD - Analytics,DTD,change_failure_rate,5.950163594225232,
2026-03,team,DTD - Analytics,DTD,time_to_restore,2.304768720533387,
2026-03,team,DTD - Analytics,DTD,high_vuln_age,32.563929858245636,
2026-03,team,DTD - Analytics,DTD,incidents,0.0,P1
2026-03,team,DTD - Analytics,DTD,incidents,3.0,P2
2026-03,team,DTD - Analytics,DTD,incidents,2.0,P3
2026-01,team,FMD - Originations,FMD,work_type_pct,48.628371676823285,Investment
2026-01,team,FMD - Originations,FMD,work_type_pct,17.6505719416505,Tech Mod
2026-01,team,FMD - Originations,FMD,work_type_pct,15.146336329402486,CTD
2026-01,team,FMD - Originations,FMD,work_type_pct,18.57472005212373,RTE
2026-01,team,FMD - Originations,FMD,pct_time_ctd_rte,33.72105638152622,
2026-01,team,FMD - Originations,FMD,deployment_frequency,1.783371720884152,
2026-01,team,FMD - Originations,FMD,lead_time,5.352164580127825,
2026-01,team,FMD - Originations,FMD,cycle_time,3.8012088241823876,
2026-01,team,FMD - Originations,FMD,prs_per_engineer,6.63328995307317,
2026-01,team,FMD - Originations,FMD,direct_expense_variance,0.7259897444581633,
2026-01,team,FMD - Originations,FMD,aws_expense_variance,5.594464713235261,
2026-01,team,FMD - Originations,FMD,snowflake_expense_variance,0.0,
2026-01,team,FMD - Originations,FMD,span_of_control,6.144612266922757,
2026-01,team,FMD - Originations,FMD,contractor_mix_pct,37.4149883152778,
2026-01,team,FMD - Originations,FMD,engagement_pct,67.21107744663331,
2026-01,team,FMD - Originations,FMD,enablement_pct,70.62407175793574,
2026-01,team,FMD - Originations,FMD,inclusion_pct,72.21078125819271,
2026-01,team,FMD - Originations,FMD,pli_pct,73.03173676482085,
2026-01,team,FMD - Originations,FMD,slo_pct,95.66413241434799,
2026-01,team,FMD - Originations,FMD,change_failure_rate,9.897239534339054,
2026-01,team,FMD - Originations,FMD,time_to_restore,3.0684778018830166,
2026-01,team,FMD - Originations,FMD,high_vuln_age,49.450325531218944,
2026-01,team,FMD - Originations,FMD,incidents,0.0,P1
2026-01,team,FMD - Originations,FMD,incidents,1.0,P2
2026-01,team,FMD - Originations,FMD,incidents,3.0,P3
2026-02,team,FMD - Originations,FMD,work_type_pct,52.29609492240465,Investment
2026-02,team,FMD - Originations,FMD,work_type_pct,15.629497496849327,Tech Mod
2026-02,team,FMD - Originations,FMD,work_type_pct,12.766308787318556,CTD
2026-02,team,FMD - Originations,FMD,work_type_pct,19.308098793427476,RTE
2026-02,team,FMD - Originations,FMD,pct_time_ctd_rte,32.07440758074603,
2026-02,team,FMD - Originations,FMD,deployment_frequency,1.968424628563324,
2026-02,team,FMD - Originations,FMD,lead_time,4.825648791146361,
2026-02,team,FMD - Originations,FMD,cycle_time,3.781449105108328,
2026-02,team,FMD - Originations,FMD,prs_per_engineer,6.734596711053713,
2026-02,team,FMD - Originations,FMD,direct_expense_variance,4.276301005337708,
2026-02,team,FMD - Originations,FMD,aws_expense_variance,7.3971523796463,
2026-02,team,FMD - Originations,FMD,snowflake_expense_variance,0.0,
2026-02,team,FMD - Originations,FMD,span_of_control,6.838334353059058,
2026-02,team,FMD - Originations,FMD,contractor_mix_pct,28.204131973163566,
2026-02,team,FMD - Originations,FMD,engagement_pct,70.63343703431362,
2026-02,team,FMD - Originations,FMD,enablement_pct,68.49463638966647,
2026-02,team,FMD - Originations,FMD,inclusion_pct,73.97475174331302,
2026-02,team,FMD - Originations,FMD,pli_pct,74.55900741824188,
2026-02,team,FMD - Originations,FMD,slo_pct,95.57858337138057,
2026-02,team,FMD - Originations,FMD,change_failure_rate,7.494363187979127,
2026-02,team,FMD - Originations,FMD,time_to_restore,2.228788225916657,
2026-02,team,FMD - Originations,FMD,high_vuln_age,40.25893738457204,
2026-02,team,FMD - Originations,FMD,incidents,0.0,P1
2026-02,team,FMD - Originations,FMD,incidents,2.0,P2
2026-02,team,FMD - Originations,FMD,incidents,4.0,P3
2026-03,team,FMD - Originations,FMD,work_type_pct,50.83891831954311,Investment
2026-03,team,FMD - Originations,FMD,work_type_pct,17.097046268495372,Tech Mod
2026-03,team,FMD - Originations,FMD,work_type_pct,12.984190978918738,CTD
2026-03,team,FMD - Originations,FMD,work_type_pct,19.07984443304278,RTE
2026-03,team,FMD - Originations,FMD,pct_time_ctd_rte,32.06403541196152,
2026-03,team,FMD - Originations,FMD,deployment_frequency,1.8244479221598795,
2026-03,team,FMD - Originations,FMD,lead_time,4.4420698982873095,
2026-03,team,FMD - Originations,FMD,cycle_time,3.1847176038881937,
2026-03,team,FMD - Originations,FMD,prs_per_engineer,6.615557319800431,
2026-03,team,FMD - Originations,FMD,direct_expense_variance,3.478961704267342,
2026-03,team,FMD - Originations,FMD,aws_expense_variance,8.359672612785422,
2026-03,team,FMD - Originations,FMD,snowflake_expense_variance,0.0,
2026-03,team,FMD - Originations,FMD,span_of_control,6.9824945919141665,
2026-03,team,FMD - Originations,FMD,contractor_mix_pct,32.261110754515265,
2026-03,team,FMD - Originations,FMD,engagement_pct,65.08270015847387,
2026-03,team,FMD - Originations,FMD,enablement_pct,67.80367022907672,
2026-03,team,FMD - Originations,FMD,inclusion_pct,71.51404914590776,
2026-03,team,FMD - Originations,FMD,pli_pct,68.01036579888518,
2026-03,team,FMD - Originations,FMD,slo_pct,95.74277793101587,
2026-03,team,FMD - Originations,FMD,change_failure_rate,8.385384840552144,
2026-03,team,FMD - Originations,FMD,time_to_restore,2.3158080239131236,
2026-03,team,FMD - Originations,FMD,high_vuln_age,39.16464747419319,
2026-03,team,FMD - Originations,FMD,incidents,0.0,P1
2026-03,team,FMD - Originations,FMD,incidents,1.0,P2
2026-03,team,FMD - Originations,FMD,incidents,1.0,P3
2026-01,team,FMD - Servicing,FMD,work_type_pct,48.73381396865367,Investment
2026-01,team,FMD - Servicing,FMD,work_type_pct,18.26404068944117,Tech Mod
2026-01,team,FMD - Servicing,FMD,work_type_pct,15.702637852845575,CTD
2026-01,team,FMD - Servicing,FMD,work_type_pct,17.29950748905958,RTE
2026-01,team,FMD - Servicing,FMD,pct_time_ctd_rte,33.002145341905155,
2026-01,team,FMD - Servicing,FMD,deployment_frequency,1.5911886036191867,
2026-01,team,FMD - Servicing,FMD,lead_time,4.532283773226382,
2026-01,team,FMD - Servicing,FMD,cycle_time,3.3040219555255725,
2026-01,team,FMD - Servicing,FMD,prs_per_engineer,5.428063435729216,
2026-01,team,FMD - Servicing,FMD,direct_expense_variance,3.6517753688316774,
2026-01,team,FMD - Servicing,FMD,aws_expense_variance,8.041399729666956,
2026-01,team,FMD - Servicing,FMD,snowflake_expense_variance,0.0,
2026-01,team,FMD - Servicing,FMD,span_of_control,6.93721168036495,
2026-01,team,FMD - Servicing,FMD,contractor_mix_pct,31.96675485142412,
2026-01,team,FMD - Servicing,FMD,engagement_pct,65.45066525801795,
2026-01,team,FMD - Servicing,FMD,enablement_pct,66.62799567583305,
2026-01,team,FMD - Servicing,FMD,inclusion_pct,67.72713451387025,
2026-01,team,FMD - Servicing,FMD,pli_pct,71.18770512913883,
2026-01,team,FMD - Servicing,FMD,slo_pct,92.75633475032811,
2026-01,team,FMD - Servicing,FMD,change_failure_rate,8.919497570189428,
2026-01,team,FMD - Servicing,FMD,time_to_restore,2.6063031496660334,
2026-01,team,FMD - Servicing,FMD,high_vuln_age,44.54392607530494,
2026-01,team,FMD - Servicing,FMD,incidents,0.0,P1
2026-01,team,FMD - Servicing,FMD,incidents,2.0,P2
2026-01,team,FMD - Servicing,FMD,incidents,6.0,P3
2026-02,team,FMD - Servicing,FMD,work_type_pct,49.14076203087792,Investment
2026-02,team,FMD - Servicing,FMD,work_type_pct,16.958135603214444,Tech Mod
2026-02,team,FMD - Servicing,FMD,work_type_pct,15.491964145564799,CTD
2026-02,team,FMD - Servicing,FMD,work_type_pct,18.40913822034284,RTE
2026-02,team,FMD - Servicing,FMD,pct_time_ctd_rte,33.90110236590764,
2026-02,team,FMD - Servicing,FMD,deployment_frequency,1.7957341878739004,
2026-02,team,FMD - Servicing,FMD,lead_time,4.750101882049797,
2026-02,team,FMD - Servicing,FMD,cycle_time,3.6056114964555843,
2026-02,team,FMD - Servicing,FMD,prs_per_engineer,5.672050154765435,
2026-02,team,FMD - Servicing,FMD,direct_expense_variance,3.6577349897333136,
2026-02,team,FMD - Servicing,FMD,aws_expense_variance,6.554605057168137,
2026-02,team,FMD - Servicing,FMD,snowflake_expense_variance,0.0,
2026-02,team,FMD - Servicing,FMD,span_of_control,6.31920875816345,
2026-02,team,FMD - Servicing,FMD,contractor_mix_pct,27.98674780726381,
2026-02,team,FMD - Servicing,FMD,engagement_pct,61.45721143008714,
2026-02,team,FMD - Servicing,FMD,enablement_pct,65.13961999183245,
2026-02,team,FMD - Servicing,FMD,inclusion_pct,70.78222778104133,
2026-02,team,FMD - Servicing,FMD,pli_pct,69.1567807950727,
2026-02,team,FMD - Servicing,FMD,slo_pct,93.03295630986028,
2026-02,team,FMD - Servicing,FMD,change_failure_rate,9.469197030014834,
2026-02,team,FMD - Servicing,FMD,time_to_restore,2.337955570380764,
2026-02,team,FMD - Servicing,FMD,high_vuln_age,43.48926850878783,
2026-02,team,FMD - Servicing,FMD,incidents,0.0,P1
2026-02,team,FMD - Servicing,FMD,incidents,2.0,P2
2026-02,team,FMD - Servicing,FMD,incidents,4.0,P3
2026-03,team,FMD - Servicing,FMD,work_type_pct,51.90083274616233,Investment
2026-03,team,FMD - Servicing,FMD,work_type_pct,17.94948963097362,Tech Mod
2026-03,team,FMD - Servicing,FMD,work_type_pct,13.591560125056604,CTD
2026-03,team,FMD - Servicing,FMD,work_type_pct,16.558117497807455,RTE
2026-03,team,FMD - Servicing,FMD,pct_time_ctd_rte,30.14967762286406,
2026-03,team,FMD - Servicing,FMD,deployment_frequency,1.8758633059736385,
2026-03,team,FMD - Servicing,FMD,lead_time,4.305465180714237,
2026-03,team,FMD - Servicing,FMD,cycle_time,2.787296464234344,
2026-03,team,FMD - Servicing,FMD,prs_per_engineer,6.241930410421007,
2026-03,team,FMD - Servicing,FMD,direct_expense_variance,2.9138970498390897,
2026-03,team,FMD - Servicing,FMD,aws_expense_variance,8.341127253022176,
2026-03,team,FMD - Servicing,FMD,snowflake_expense_variance,0.0,
2026-03,team,FMD - Servicing,FMD,span_of_control,7.023958465609514,
2026-03,team,FMD - Servicing,FMD,contractor_mix_pct,29.31317179342341,
2026-03,team,FMD - Servicing,FMD,engagement_pct,67.91003150007512,
2026-03,team,FMD - Servicing,FMD,enablement_pct,67.76998148363793,
2026-03,team,FMD - Servicing,FMD,inclusion_pct,73.87826990921447,
2026-03,team,FMD - Servicing,FMD,pli_pct,66.9696003561152,
2026-03,team,FMD - Servicing,FMD,slo_pct,92.97505085295045,
2026-03,team,FMD - Servicing,FMD,change_failure_rate,5.54271596006026,
2026-03,team,FMD - Servicing,FMD,time_to_restore,1.8812624744984046,
2026-03,team,FMD - Servicing,FMD,high_vuln_age,42.49037400715446,
2026-03,team,FMD - Servicing,FMD,incidents,0.0,P1
2026-03,team,FMD - Servicing,FMD,incidents,1.0,P2
2026-03,team,FMD - Servicing,FMD,incidents,6.0,P3
2026-01,team,FMD - Risk,FMD,work_type_pct,51.29309538503289,Investment
2026-01,team,FMD - Risk,FMD,work_type_pct,16.627171681366004,Tech Mod
2026-01,team,FMD - Risk,FMD,work_type_pct,14.009963533290836,CTD
2026-01,team,FMD - Risk,FMD,work_type_pct,18.069769400310275,RTE
2026-01,team,FMD - Risk,FMD,pct_time_ctd_rte,32.07973293360111,
2026-01,team,FMD - Risk,FMD,deployment_frequency,2.09274885841173,
2026-01,team,FMD - Risk,FMD,lead_time,6.454801619809892,
2026-01,team,FMD - Risk,FMD,cycle_time,4.052872279388181,
2026-01,team,FMD - Risk,FMD,prs_per_engineer,7.26624387368071,
2026-01,team,FMD - Risk,FMD,direct_expense_variance,5.107829187137777,
2026-01,team,FMD - Risk,FMD,aws_expense_variance,6.257586604350456,
